,REMOTE,START_DATE,TENURE_YEARS,SALARY,AGE,DISTANCE_FROM_HOME_TO_OFFICE_MILES_IF_NOT_REMOTE,AVERAGE_COMMUTE_MINUTES_IF_NOT_REMOTE,CHANGE_READINESS_1,CHANGE_READINESS_2,CHANGE_READINESS_3,CHANGE_READINESS_4,CHANGE_READINESS_5,CHANGE_COMMITMENT_1,CHANGE_COMMITMENT_2,CHANGE_COMMITMENT_3,CHANGE_COMMITMENT_4,CHANGE_COMMITMENT_5,SLEEP_INTERVENTION,EXERCISE_INTERVENTION,SMOKING_INTERVENTION,PRE_HOURS_OF_SLEEP,PRE_QUALITY_OF_SLEEP,PRE_DAILY_EXERCISE_MIN,PRE_BMI,PRE_SMOKING,POST_HOURS_OF_SLEEP,POST_QUALITY_OF_SLEEP,POST_DAILY_EXERCISE,POST_BMI,POST_SMOKING,PRE_ABSENTEEISM_DAYS_MONTH,PRE_PERFORMANCE,PRE_INTENTION_TO_STAY,POST_INTENTION_TO_STAY,POST_ABSENTEEISM,POST_PERFORMANCE,PRE_ENGAGEMENT_QUESTION_1,PRE_ENGAGEMENT_QUESTION_2,PRE_ENGAGEMENT_QUESTION_3,PRE_SATISFACTION_QUESTION_1,PRE_SATISFACTION_QUESTION_2,PRE_SATISFACTION_QUESTION_3,POST_ENGAGEMENT_QUESTION_1,POST_ENGAGEMENT_QUESTION_2,POST_ENGAGEMENT_QUESTION_3,POST_SATISFACTION_QUESTION_1,POST_SATISFACTION_QUESTION_2,POST_SATISFACTION_QUESTION_3,GENDER_FEMALE,GENDER_MALE,CHILDREN__N,CHILDREN__Y,RACE_ASIAN,RACE_BLACK,RACE_HISPANIC,RACE_NATIVE_AMERICAN,RACE_TWO_OR_MORE_RACES,RACE_WHITE,OFFICE_LOCATION_CO,OFFICE_LOCATION_IL,OFFICE_LOCATION_MN,OFFICE_LOCATION_UT,EMPLOYEE_LEVEL_DIRECTOR,EMPLOYEE_LEVEL_JUNIOR,EMPLOYEE_LEVEL_MANAGER,EMPLOYEE_JOB_FAMILY_ACCOUNTING_AND_FINANCE,EMPLOYEE_JOB_FAMILY_ADMINISTRATIVE,EMPLOYEE_JOB_FAMILY_CUSTOMER_SERVICE,EMPLOYEE_JOB_FAMILY_LEGAL,EMPLOYEE_JOB_FAMILY_MARKETING_AND_SALES
705,0,1609545600,3.596160914328087,102682.08,33.0,28.405101397340545,33,1,4,1,5,1,4,4,1,3,5,1,0,0,6,2,6,35,0,6,5,15,29,0,3,5,3,3,1,5,1,3,1,5,5,5,5,4,4,5,5,5,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
706,1,1643241600,2.5283991073465675,34127.9854297981,23.0,25.423349210526318,28,1,5,2,1,1,1,4,4,2,1,1,1,0,6,4,58,22,0,6,4,60,24,0,1,2,1,2,0,2,5,5,4,3,5,4,5,5,4,5,5,5,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
707,0,1554508800,5.340171865731235,55093.5,29.0,9.664139537204369,17,3,5,4,2,3,1,4,3,2,1,1,1,0,6,4,4,29,0,7,4,4,26,0,1,3,3,3,1,3,3,3,2,5,4,5,4,3,3,5,5,5,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
708,0,1273104000,14.25735187942049,192532.08000000002,45.0,24.62168864767709,26,3,2,2,4,3,4,4,1,4,3,1,0,0,6,1,12,34,0,7,5,12,34,0,1,5,5,5,1,5,1,3,3,5,5,3,3,4,4,5,5,4,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
709,0,1264118400,14.542088361282229,99082.8,45.0,32.183885474257806,36,1,4,4,1,4,3,1,2,3,3,1,0,1,7,2,2,30,16,7,5,2,30,14,3,4,5,5,0,4,1,2,3,5,3,3,2,5,5,5,4,4,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
710,1,1588982400,4.2477694016655265,46486.65,27.0,26.54305578746754,30,4,4,1,1,1,2,1,1,3,1,1,1,0,5,5,26,23,0,5,5,26,21,0,1,2,1,2,1,3,2,3,1,3,5,5,2,3,1,5,5,5,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
711,1,1588204800,4.272410058749716,55829.55,25.0,14.99276188263061,18,2,4,3,1,3,4,5,2,2,1,1,1,0,7,4,60,28,0,8,4,60,24,0,0,3,1,2,0,4,1,3,2,3,3,5,1,4,3,5,4,5,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
712,0,1303171200,13.304579805498518,115872.0,53.0,0.9120640812147975,8,3,4,2,1,2,1,1,1,4,2,1,0,0,7,3,26,29,0,7,3,26,29,0,1,5,5,5,1,5,2,5,3,5,5,5,2,5,3,5,5,5,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0
713,0,1525824000,6.249138327059093,47313.0,32.0,30.925331860184308,35,2,1,3,1,4,1,2,2,1,2,1,0,1,6,5,30,26,11,6,5,30,22,9,1,5,2,2,1,5,2,4,4,4,3,5,2,5,5,5,4,5,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
714,1,1515369600,6.580418272302078,35901.6,28.0,29.155923689454426,37,4,4,4,3,1,4,4,1,1,4,1,1,1,5,4,21,33,14,6,4,23,28,13,1,2,3,3,1,2,2,2,2,3,5,3,2,2,2,5,5,4,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
715,0,1423353600,9.496229360597765,50968.05,33.0,21.062168197584192,23,1,2,5,5,1,1,2,1,2,2,1,0,0,5,5,10,32,0,7,5,10,30,0,0,5,5,5,0,5,4,4,4,4,5,5,5,5,4,5,5,5,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
716,0,1647561600,2.3915065679899623,34168.308864173654,23.0,5.734741944281782,10,3,5,3,4,3,4,3,4,1,1,1,1,0,9,4,41,20,0,9,4,55,18,0,1,2,1,1,0,3,3,5,2,4,3,4,5,5,5,5,4,5,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
717,0,1624665600,3.117037026579969,32464.39136883466,21.389658215189446,34.21570260957265,37,3,3,3,3,3,3,3,3,3,3,0,1,0,7,4,55,25,0,7,4,53,23,0,0,5,1,1,0,5,5,3,1,3,4,3,5,3,1,3,4,2,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
718,0,1574640000,4.702252632329456,36246.0,27.0,28.90927790481848,34,5,3,3,3,3,1,1,3,4,3,1,1,0,6,4,14,21,0,6,4,14,21,0,0,1,1,1,0,1,3,3,2,4,5,5,3,3,2,5,5,5,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
719,1,1559433600,5.184114370864705,50106.0,29.0,33.29975527092025,35,1,4,5,4,4,3,4,2,4,4,1,1,0,6,3,38,35,0,6,4,53,34,0,1,2,3,4,1,2,2,5,5,5,4,3,3,3,3,5,5,4,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
720,0,1391299200,10.511972002623775,274296.0,39.0,12.016737247635817,15,3,4,2,5,4,4,5,4,5,4,1,0,1,7,2,26,21,16,7,3,26,21,0,3,4,5,5,1,3,1,4,1,5,5,3,4,5,3,5,5,4,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
721,0,1664582400,1.8521499629249383,26297.235413025788,23.0,23.946269455079772,26,1,1,3,4,3,3,3,1,3,2,1,1,0,7,4,1,30,0,7,4,1,30,0,1,4,1,1,1,4,1,1,1,5,4,3,5,4,3,5,5,4,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
722,0,1635638400,2.769329976614192,28886.550000000003,32.54619106583457,8.840010989543579,14,3,3,3,3,3,3,3,3,3,3,0,0,0,5,3,24,28,0,5,4,25,29,0,1,3,1,1,1,3,2,3,1,3,3,4,3,3,1,4,4,5,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
723,0,1388793600,10.591369675450606,33155.85,32.0,17.17999473657991,23,2,2,5,2,1,2,3,3,5,3,1,0,0,6,5,25,18,0,6,5,25,22,0,1,3,5,5,0,3,3,5,5,5,5,4,3,5,5,5,5,5,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
724,0,1632355200,2.873368306525212,54770.100000000006,25.0,24.126684711249943,27,1,1,4,1,1,1,3,4,1,1,1,1,0,7,3,14,31,0,8,3,14,25,0,1,4,1,1,1,5,1,3,3,3,3,4,2,4,5,4,4,5,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
725,1,1624060800,3.1362019820898936,46044.6,25.0,17.18346133309734,19,3,4,5,3,4,4,4,1,1,5,1,1,0,7,4,20,22,0,8,5,34,24,0,0,4,1,1,0,4,3,2,1,4,4,5,4,3,1,5,5,5,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
726,1,1452211200,8.581787197695643,92694.24,30.0,14.704521438907097,19,5,2,4,4,2,4,4,4,3,4,1,1,0,6,4,4,22,0,6,4,40,22,0,1,4,4,4,0,4,2,1,2,3,5,5,2,1,2,5,5,5,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
727,1,1537747200,5.871314918434863,52195.5,28.0,32.3827672478052,35,3,5,2,5,1,5,4,3,1,4,1,1,0,6,4,3,32,0,7,4,33,28,0,2,5,3,3,1,4,1,1,1,5,4,5,4,5,2,5,5,5,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
728,0,1440892800,8.940445650809949,109532.52,51.0,14.696116568035219,16,3,2,4,3,4,1,4,1,2,5,1,0,0,5,2,19,32,0,5,3,19,29,0,1,3,4,4,1,3,1,4,1,3,3,5,4,5,5,4,4,5,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
729,0,1565395200,4.995202666552591,54134.850000000006,29.0,29.068452073428467,36,2,1,2,3,3,1,1,1,3,2,1,1,0,6,4,13,34,0,7,4,13,32,0,1,5,2,2,1,5,2,3,1,3,5,5,3,4,3,4,5,5,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
730,1,1504742400,6.9171739191193256,43644.3,29.0,10.60634598943038,13,1,4,3,3,3,3,4,3,1,4,1,1,0,10,5,38,20,0,10,5,68,19,0,1,4,1,1,1,4,4,4,1,4,4,3,4,4,1,5,5,4,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
731,0,1422403200,9.526345719256218,48930.0,32.0,28.128351149593442,34,1,4,3,1,2,1,2,1,1,1,1,0,0,7,4,30,32,0,7,4,30,25,0,0,1,5,5,0,2,4,3,2,3,3,4,4,4,4,5,4,5,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
732,1,1639440000,2.64886454198038,27958.350000000002,33.0,31.202755889230602,33,1,4,2,2,4,3,2,3,3,5,1,0,0,7,4,20,19,0,8,4,20,22,0,1,3,1,2,1,3,1,2,3,5,4,4,1,2,2,5,5,5,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
733,0,1557187200,5.25529849133014,37779.0,28.0,25.360320831041875,31,5,4,4,3,1,4,2,4,5,1,1,1,0,6,4,14,28,0,6,5,18,25,0,1,5,1,2,1,5,1,1,4,4,3,4,2,5,5,5,4,5,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
734,0,1605312000,3.73031560289756,40765.200000000004,26.0,12.240115648070217,19,1,4,4,4,1,4,4,2,4,3,1,1,0,6,3,42,18,0,6,4,80,26,0,0,5,1,1,0,5,2,3,1,5,4,3,3,3,4,5,5,4,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
735,0,1496534400,7.1772697438968756,28638.75,29.0,19.61736671678581,21,2,5,3,2,2,1,3,5,4,4,1,1,0,8,5,37,21,0,9,5,37,17,0,0,1,1,2,0,2,5,1,5,5,3,4,5,3,5,5,4,5,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
736,0,1465344000,8.165633878051564,315137.9,35.92885275085796,28.54229501455792,33,3,3,3,3,3,3,3,3,3,3,0,0,0,6,1,27,22,0,6,1,26,21,0,1,3,5,5,1,3,2,1,1,3,5,3,2,1,1,3,5,2,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
737,0,1437436800,9.049959682295233,48390.3,33.0,9.173207407430535,11,4,3,3,2,3,3,2,5,2,2,1,0,0,10,4,11,21,0,10,5,11,24,0,1,4,5,5,0,4,3,3,2,3,3,3,3,3,3,4,5,5,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
738,0,1423526400,9.4907536590235,49824.6,33.0,31.84827114620488,37,1,1,3,2,2,3,3,1,3,3,1,0,1,7,4,20,24,18,7,4,25,19,15,1,3,5,5,1,3,1,2,1,5,4,5,2,4,3,5,5,5,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
739,1,1518393600,6.4845934947524535,38599.05,29.0,14.278825989369727,16,1,2,3,4,4,3,5,2,5,3,1,1,0,8,3,46,29,0,9,3,58,27,0,0,4,4,4,0,4,1,2,3,3,5,5,2,2,4,5,5,5,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
740,0,1589932800,4.217653043007074,40937.4,31.0,23.01290901833217,28,5,4,2,2,1,2,2,4,3,1,1,0,1,6,4,12,25,13,6,4,12,25,8,0,5,3,3,0,5,2,3,2,3,3,3,2,4,3,4,4,4,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
741,0,1660348800,1.9863046514944112,33250.91534030676,23.0,28.49517205311809,32,4,3,3,2,4,1,4,5,2,3,1,1,0,5,3,54,24,0,5,3,54,20,0,0,2,1,2,0,2,3,1,3,4,3,3,3,3,5,5,4,5,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
742,1,1439683200,8.978775561829798,40047.0,32.0,2.0688929294685847,10,2,3,3,5,1,2,3,2,3,2,1,0,0,11,4,16,35,0,11,4,16,32,0,1,3,5,5,0,3,2,1,2,3,3,3,2,1,1,5,4,4,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
743,0,1544659200,5.652286855464295,53062.8,29.0,31.169620881359975,35,3,1,2,3,1,3,5,3,2,2,1,1,0,6,5,4,23,0,6,5,4,20,0,1,4,1,1,0,4,4,4,1,4,4,5,4,4,1,5,5,5,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
744,0,1521158400,6.396982269564226,46398.450000000004,26.797144014815366,32.17358391641961,34,3,3,3,3,3,3,3,3,3,3,0,1,0,6,5,29,19,0,5,5,28,18,0,1,5,1,1,0,4,5,5,4,3,4,4,5,5,3,3,3,3,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
745,1,1253145600,14.889795411248004,91956.06,39.0,7.8936616381470115,15,3,2,2,4,2,5,2,4,4,2,1,0,0,7,4,28,32,0,7,5,35,24,0,1,4,5,5,0,4,1,4,5,4,5,5,3,3,3,5,5,5,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
746,0,1611532800,3.5331903462240484,42484.05,33.0,21.316668740713283,26,2,3,3,1,4,5,5,3,4,5,1,0,0,5,4,56,26,0,5,4,76,20,0,1,5,1,2,0,5,1,5,3,4,3,4,3,5,4,5,4,5,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
747,0,1454025600,8.524292331165869,50755.950000000004,33.5824256394267,20.601045606675914,27,3,3,3,3,3,3,3,3,3,3,0,0,0,7,3,5,25,0,7,4,5,25,0,1,5,4,4,1,5,2,3,1,4,5,5,2,3,2,4,5,5,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
748,0,1333411200,12.346332030002282,125586.24,43.0,20.059219211272115,25,3,4,1,3,2,4,1,5,4,2,1,0,0,7,3,28,22,0,7,3,28,23,0,1,4,4,4,0,4,3,4,2,5,5,3,3,4,2,5,5,4,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
749,0,1657411200,2.0793915782569026,30737.47329357774,23.0,17.381296833008637,22,4,1,2,4,4,4,4,3,3,2,1,1,0,7,5,42,28,0,8,5,53,19,0,1,3,3,4,1,3,5,5,5,3,3,3,5,5,5,4,5,5,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
750,1,1606435200,3.6947235426648426,32724.48544048803,24.0,1.8631770137334724,9,5,3,3,4,1,3,4,1,5,5,1,1,0,10,4,11,25,0,10,4,36,30,0,0,3,1,1,0,3,1,1,1,3,3,3,1,1,1,5,4,4,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
751,1,1547856000,5.550986376340407,79050.0,33.0,18.745470795192823,26,5,4,2,4,3,3,5,2,2,5,1,0,0,6,4,20,31,0,7,5,30,22,0,1,4,1,1,1,4,1,1,1,3,5,5,2,3,2,5,5,5,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
752,0,1630281600,2.9390767254163825,54357.450000000004,25.0,17.959144121449242,22,3,2,2,4,4,3,3,2,1,1,1,1,0,6,4,11,37,0,7,4,11,28,0,2,2,1,1,1,2,3,3,3,5,4,4,4,5,3,5,5,5,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
753,0,1629072000,2.977406636436232,31569.300000000003,26.0,8.260356324935897,13,3,3,5,4,3,4,5,3,3,2,1,1,1,6,4,38,29,16,6,4,55,28,6,2,5,3,4,1,4,2,1,5,5,3,5,4,3,5,5,4,5,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
754,0,1664496000,1.8548878137120703,33969.625711869616,23.73015213577705,20.125662882865917,24,3,3,3,3,3,3,3,3,3,3,0,1,0,6,4,0,33,0,6,4,2,33,0,2,4,1,1,2,4,1,1,2,4,4,3,1,1,3,5,5,3,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
755,0,1660348800,1.9863046514944112,26878.667736414376,21.434754844762452,31.651901972883746,36,3,3,3,3,3,3,3,3,3,3,0,1,0,7,5,18,35,0,7,5,20,36,0,0,3,1,1,0,3,2,3,4,3,3,3,2,3,4,3,4,3,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
756,0,1646697600,2.4188850758612834,30804.800489931356,22.695649564514408,20.479432242707137,24,3,3,3,3,3,3,3,3,3,3,0,1,0,6,3,55,30,0,6,3,56,31,0,0,4,1,1,0,4,5,5,5,5,4,4,5,5,5,5,4,4,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
757,0,1638403200,2.681718751425965,32678.33242966841,24.444021677693136,10.990104885777349,14,3,3,3,3,3,3,3,3,3,3,0,1,0,9,4,3,25,0,9,4,3,27,0,0,4,3,4,0,4,3,3,1,4,4,3,4,3,2,4,4,3,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
758,0,1630540800,2.9308631730549863,39520.950000000004,27.544562500503385,11.924023145219099,13,3,3,3,3,3,3,3,3,3,3,0,1,0,8,4,0,21,0,8,4,15,20,0,0,5,1,1,0,5,1,1,5,4,3,4,1,1,5,4,3,4,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
759,0,1629158400,2.9746687856491,32875.58202429001,21.35286214295165,19.957219424606787,23,3,3,3,3,3,3,3,3,3,3,0,1,0,7,4,18,26,0,7,4,16,25,0,1,4,1,1,1,5,1,3,1,5,5,3,1,3,1,5,5,3,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
760,0,1628035200,3.010260845881817,36267.0,25.0,8.9993263846813,13,3,1,2,2,1,5,3,2,2,2,1,1,0,6,4,27,25,0,6,4,27,23,0,0,2,1,1,0,2,4,1,5,3,3,4,4,2,5,4,4,5,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
761,0,1625875200,3.07870711556012,31461.481498284313,24.183764384968732,8.140593982374028,12,3,3,3,3,3,3,3,3,3,3,0,1,0,9,4,20,23,0,9,4,20,24,0,1,3,1,1,1,3,3,1,1,4,5,5,3,2,1,4,5,5,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
762,0,1615852800,3.396297806867443,45693.9,31.326812277757256,20.15879454237335,24,3,3,3,3,3,3,3,3,3,3,0,0,0,6,4,8,26,21,6,4,9,27,19,3,5,3,3,3,5,1,1,1,3,3,3,1,1,1,3,3,3,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
763,0,1611532800,3.5331903462240484,29302.34969563186,23.819069201728436,13.812493857398472,17,3,3,3,3,3,3,3,3,3,3,0,1,0,8,5,46,17,0,8,5,45,17,0,0,3,1,1,0,3,1,4,5,3,3,3,1,4,4,3,2,3,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
764,0,1597190400,3.9876735768879774,27583.5,23.068061021800144,16.414215086605893,20,3,3,3,3,3,3,3,3,3,3,0,1,0,7,5,25,28,0,6,4,24,26,0,1,1,2,2,1,1,3,2,2,2,3,3,3,2,2,2,3,3,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
765,1,1595635200,4.0369548910563555,30854.25,26.23016850246101,22.109167516826883,29,3,3,3,3,3,3,3,3,3,3,0,1,0,7,3,25,22,0,8,3,26,23,0,0,2,2,2,0,2,1,1,2,3,4,3,1,1,2,5,5,3,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0
766,0,1586217600,4.3353806268537545,37598.4,30.907685060123605,25.852368111517833,29,3,3,3,3,3,3,3,3,3,3,0,1,0,7,3,20,21,0,7,3,21,22,0,2,3,3,3,2,3,1,1,3,3,4,4,2,1,3,3,4,4,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
767,0,1573344000,4.743320394136437,26202.75,27.0,11.666995969413009,17,1,4,3,2,3,5,5,1,1,5,1,1,0,5,4,3,29,0,6,4,13,21,0,1,4,1,1,0,4,1,4,5,4,3,4,2,5,5,5,4,5,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
768,1,1558656000,5.208755027948895,92217.18000000001,48.57448383802154,24.58991849471419,28,3,3,3,3,3,3,3,3,3,3,0,0,0,6,4,2,22,0,6,4,6,21,0,1,3,1,1,0,3,1,1,1,3,5,5,1,1,1,5,5,5,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
769,1,1545782400,5.616694795231577,33369.0,29.914657011307536,30.335693682655105,37,3,3,3,3,3,3,3,3,3,3,0,1,0,6,4,1,38,0,6,4,1,36,0,3,2,2,2,3,2,1,1,1,5,5,4,1,1,1,5,5,4,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
770,0,1503619200,6.952765979352043,98903.16,47.455868524617514,28.375511253878535,36,3,3,3,3,3,3,3,3,3,3,0,0,0,6,2,2,28,0,6,1,2,28,0,3,4,5,4,3,5,1,1,1,5,3,5,1,1,1,4,3,5,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
771,0,1492041600,7.319637984827745,51472.05,28.63938294120311,27.65738714168898,33,3,3,3,3,3,3,3,3,3,3,0,1,0,6,3,2,23,14,6,3,15,21,14,3,4,5,5,3,4,1,1,1,4,4,3,1,1,1,4,4,3,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
772,0,1491177600,7.3470164926990655,50976.450000000004,28.91410871035112,18.736306872665452,22,3,3,3,3,3,3,3,3,3,3,0,1,0,6,4,11,29,11,5,4,13,28,13,2,5,5,5,2,5,1,1,1,4,4,4,1,1,1,4,4,4,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
773,0,1489276800,7.407249210015972,32742.15,29.0,28.654260944240246,36,1,1,3,1,4,2,4,1,1,3,1,1,1,5,4,12,36,19,7,4,22,28,13,3,4,4,4,1,4,1,1,1,3,3,3,2,5,2,4,4,4,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
774,0,1479427200,7.719364199749031,100393.5,41.38121807674646,31.18407611259345,37,3,3,3,3,3,3,3,3,3,3,0,0,0,6,3,17,23,0,5,3,16,21,0,1,5,5,5,1,5,2,1,1,2,5,3,2,1,1,2,5,3,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
775,0,1461196800,8.297050715833905,145307.80000000002,31.894264909466077,15.723988051881218,17,3,3,3,3,3,3,3,3,3,3,0,0,0,6,2,12,32,0,6,2,12,32,0,2,5,5,5,2,5,1,1,1,3,4,3,1,1,1,3,4,3,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0
776,0,1331078400,12.420254001254849,91578.6,51.16645381494433,16.607513172971096,22,3,3,3,3,3,3,3,3,3,3,0,0,0,7,5,6,32,24,7,5,5,32,25,3,4,5,5,3,4,3,3,1,5,5,4,1,1,1,5,5,4,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
777,0,1186012800,17.017105472849646,133710.48,55.0,23.031749082495082,25,5,4,1,5,1,4,5,1,5,3,1,0,1,5,4,13,25,22,5,5,27,20,0,0,4,5,5,0,3,1,3,3,5,5,5,5,5,5,5,5,5,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
778,0,938736000,24.852834425621722,276105.5,60.478947509533214,3.0558470408805967,8,3,3,3,3,3,3,3,3,3,3,0,0,0,6,3,22,19,18,6,3,23,20,16,2,3,5,4,2,3,1,1,2,3,3,4,1,1,2,3,4,4,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0
779,0,1542758400,5.7125195727812015,30546.600000000002,31.0,14.397518056336168,20,1,4,4,5,1,4,4,4,4,4,1,0,0,8,4,25,30,0,9,4,25,24,0,1,1,3,3,1,1,4,3,2,5,3,5,5,3,3,5,4,5,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
780,0,1601424000,3.8535188883185043,40822.950000000004,26.0,13.833608382044872,18,5,1,3,4,1,4,1,3,1,1,1,1,0,7,4,40,31,0,8,4,40,23,0,0,2,1,1,0,2,2,2,5,4,5,5,5,2,5,5,5,5,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
781,0,1664323200,1.8603635152863347,28585.927667728083,24.109794939067605,25.463864778721096,27,3,3,3,3,3,3,3,3,3,3,0,1,0,6,4,11,34,0,6,4,11,35,0,0,3,1,1,0,3,1,1,1,3,3,3,1,1,1,3,4,3,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
